;org:group;concept:instance;org:resource;Activity;Complete Timestamp;lifecycle:transition;case:startdate;case:responsible;case:enddate_planned;case:department;case:group;Case ID;case:deadline;case:channel;case:enddate;Duration
306;Group 1;task-49294;Resource14;T10 Determine necessity to stop indication;2011-12-07 09:16:31.803000+00:00;complete;2011-10-26 23:06:40.020000+00:00;Resource14;2011-12-21 23:00:00.010000+00:00;General;Group 5;case-10225;2011-12-21 23:00:00+00:00;Internet;2012-01-18 11:34:02.740000+00:00;655.28
307;Group 1;task-45092;admin2;Confirmation of receipt;2011-10-31 09:14:35.980000+00:00;complete;2011-10-27 23:06:40.020000+00:00;admin3;2012-01-16 00:06:40.010000+00:00;Customer contact;;case-10228;2012-01-16 00:06:40+00:00;Internet;2011-10-31 09:14:34.772000+00:00;0.0
308;EMPTY;task-45094;Resource16;Confirmation of receipt;2011-12-07 11:16:57.518000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource01;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10232;2011-12-23 00:06:40+00:00;Internet;2011-12-13 23:00:00.010000+00:00;0.0
309;Group 4;task-49332;Resource16;T02 Check confirmation of receipt;2011-12-07 11:20:41.121000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource01;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10232;2011-12-23 00:06:40+00:00;Internet;2011-12-13 23:00:00.010000+00:00;223.603
310;Group 3;task-49337;Resource16;T04 Determine confirmation of receipt;2011-12-07 11:21:05.443000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource01;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10232;2011-12-23 00:06:40+00:00;Internet;2011-12-13 23:00:00.010000+00:00;24.322
311;Group 2;task-49338;Resource16;T05 Print and send confirmation of receipt;2011-12-07 11:21:28.467000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource01;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10232;2011-12-23 00:06:40+00:00;Internet;2011-12-13 23:00:00.010000+00:00;23.024
312;Group 1;task-49333;Resource16;T06 Determine necessity of stop advice;2011-12-07 11:21:51.193000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource01;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10232;2011-12-23 00:06:40+00:00;Internet;2011-12-13 23:00:00.010000+00:00;22.726
313;Group 1;task-49339;Resource16;T10 Determine necessity to stop indication;2011-12-07 11:22:21.436000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource01;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10232;2011-12-23 00:06:40+00:00;Internet;2011-12-13 23:00:00.010000+00:00;30.243
314;Group 1;task-45408;admin2;Confirmation of receipt;2011-11-02 15:13:16.366000+00:00;complete;2011-10-28 23:06:40.020000+00:00;admin3;2012-01-16 00:06:40.010000+00:00;Customer contact;;case-10244;2012-01-16 00:06:40+00:00;Internet;2011-11-02 15:13:15.190000+00:00;0.0
315;EMPTY;task-45351;admin2;Confirmation of receipt;2011-12-07 13:16:30.384000+00:00;complete;2011-10-31 00:06:40.010000+00:00;Resource09;2011-12-26 00:06:40.010000+00:00;General;Group 5;case-10259;2011-12-26 00:06:40+00:00;Internet;2011-12-07 13:16:29.410000+00:00;0.0
321;EMPTY;task-45368;admin2;Confirmation of receipt;2011-11-15 10:45:03.544000+00:00;complete;2011-10-31 00:06:40.010000+00:00;Resource06;2011-12-26 00:06:40.010000+00:00;General;Group 5;case-10266;2011-12-26 00:06:40+00:00;Internet;2011-11-15 10:45:02.515000+00:00;0.0
322;EMPTY;task-45420;admin2;Confirmation of receipt;2011-12-09 09:19:25.642000+00:00;complete;2011-11-01 00:06:40.010000+00:00;Resource04;2011-12-27 00:06:40.010000+00:00;General;Group 5;case-10273;2011-12-27 00:06:40+00:00;Internet;2011-12-09 09:19:24.639000+00:00;0.0
323;EMPTY;task-45606;Resource03;Confirmation of receipt;2011-11-09 09:10:47.105000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10284;2011-12-28 00:06:40+00:00;Internet;2011-12-07 08:34:15.575000+00:00;0.0
324;Group 1;task-45908;Resource03;T06 Determine necessity of stop advice;2011-11-09 09:11:19.508000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10284;2011-12-28 00:06:40+00:00;Internet;2011-12-07 08:34:15.575000+00:00;32.403
325;Group 4;task-45907;Resource03;T02 Check confirmation of receipt;2011-11-09 09:11:49.422000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10284;2011-12-28 00:06:40+00:00;Internet;2011-12-07 08:34:15.575000+00:00;29.914
326;Group 3;task-45910;Resource03;T04 Determine confirmation of receipt;2011-11-09 09:12:31.413000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10284;2011-12-28 00:06:40+00:00;Internet;2011-12-07 08:34:15.575000+00:00;41.991
327;Group 2;task-45911;Resource03;T05 Print and send confirmation of receipt;2011-11-09 09:17:20.992000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10284;2011-12-28 00:06:40+00:00;Internet;2011-12-07 08:34:15.575000+00:00;289.579
328;Group 1;task-45909;Resource03;T10 Determine necessity to stop indication;2011-11-09 09:17:42.795000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10284;2011-12-28 00:06:40+00:00;Internet;2011-12-07 08:34:15.575000+00:00;21.803
329;EMPTY;task-45479;Resource03;Confirmation of receipt;2011-11-09 08:19:20.905000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource11;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10286;2011-12-23 00:06:40+00:00;Post;2011-12-07 08:11:03.638000+00:00;0.0
330;Group 4;task-45885;Resource03;T02 Check confirmation of receipt;2011-11-09 08:22:21.141000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource11;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10286;2011-12-23 00:06:40+00:00;Post;2011-12-07 08:11:03.638000+00:00;180.236
331;Group 3;task-45887;Resource03;T04 Determine confirmation of receipt;2011-11-09 08:22:39.816000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource11;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10286;2011-12-23 00:06:40+00:00;Post;2011-12-07 08:11:03.638000+00:00;18.675
332;Group 2;task-45888;Resource03;T05 Print and send confirmation of receipt;2011-11-09 08:22:57.042000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource11;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10286;2011-12-23 00:06:40+00:00;Post;2011-12-07 08:11:03.638000+00:00;17.226
333;Group 1;task-45886;Resource03;T06 Determine necessity of stop advice;2011-11-09 08:23:13.487000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource11;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10286;2011-12-23 00:06:40+00:00;Post;2011-12-07 08:11:03.638000+00:00;16.445
334;Group 1;task-45889;Resource03;T10 Determine necessity to stop indication;2011-11-09 08:31:00.488000+00:00;complete;2011-10-27 23:06:40.020000+00:00;Resource11;2011-12-23 00:06:40.010000+00:00;General;Group 8;case-10286;2011-12-23 00:06:40+00:00;Post;2011-12-07 08:11:03.638000+00:00;467.001
335;EMPTY;task-45580;Resource03;Confirmation of receipt;2011-11-09 09:36:08.748000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-27 23:00:00.010000+00:00;General;Group 8;case-10287;2011-12-27 23:00:00+00:00;Internet;2011-12-23 13:11:59.502000+00:00;0.0
336;Group 4;task-45929;Resource03;T02 Check confirmation of receipt;2011-11-09 09:36:27.973000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-27 23:00:00.010000+00:00;General;Group 8;case-10287;2011-12-27 23:00:00+00:00;Internet;2011-12-23 13:11:59.502000+00:00;19.225
337;Group 3;task-45931;Resource03;T04 Determine confirmation of receipt;2011-11-09 09:36:44.917000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-27 23:00:00.010000+00:00;General;Group 8;case-10287;2011-12-27 23:00:00+00:00;Internet;2011-12-23 13:11:59.502000+00:00;16.944
338;Group 2;task-45932;Resource03;T05 Print and send confirmation of receipt;2011-11-09 09:36:59.330000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-27 23:00:00.010000+00:00;General;Group 8;case-10287;2011-12-27 23:00:00+00:00;Internet;2011-12-23 13:11:59.502000+00:00;14.413
339;Group 1;task-45930;Resource03;T06 Determine necessity of stop advice;2011-11-09 09:37:15.027000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-27 23:00:00.010000+00:00;General;Group 8;case-10287;2011-12-27 23:00:00+00:00;Internet;2011-12-23 13:11:59.502000+00:00;15.697
340;Group 1;task-45933;Resource03;T10 Determine necessity to stop indication;2011-11-09 09:37:34.862000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-27 23:00:00.010000+00:00;General;Group 8;case-10287;2011-12-27 23:00:00+00:00;Internet;2011-12-23 13:11:59.502000+00:00;19.835
341;EMPTY;task-45524;Resource06;Confirmation of receipt;2011-11-10 10:33:31.398000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource06;2012-02-01 23:00:00.010000+00:00;General;Group 5;case-10289;2012-02-01 23:00:00+00:00;Internet;;0.0
342;Group 4;task-46222;Resource06;T02 Check confirmation of receipt;2011-11-10 10:37:51.725000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource06;2012-02-01 23:00:00.010000+00:00;General;Group 5;case-10289;2012-02-01 23:00:00+00:00;Internet;;260.327
343;Group 3;task-46228;Resource06;T04 Determine confirmation of receipt;2011-11-10 10:38:11.514000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource06;2012-02-01 23:00:00.010000+00:00;General;Group 5;case-10289;2012-02-01 23:00:00+00:00;Internet;;19.789
344;Group 2;task-46229;Resource06;T05 Print and send confirmation of receipt;2011-11-10 10:38:30.166000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource06;2012-02-01 23:00:00.010000+00:00;General;Group 5;case-10289;2012-02-01 23:00:00+00:00;Internet;;18.652
345;Group 1;task-46223;Resource06;T06 Determine necessity of stop advice;2011-11-10 10:39:49.369000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource06;2012-02-01 23:00:00.010000+00:00;General;Group 5;case-10289;2012-02-01 23:00:00+00:00;Internet;;79.203
346;Group 1;task-46230;Resource06;T10 Determine necessity to stop indication;2011-11-10 10:40:42.373000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource06;2012-02-01 23:00:00.010000+00:00;General;Group 5;case-10289;2012-02-01 23:00:00+00:00;Internet;;53.004
347;EMPTY;task-45419;admin2;Confirmation of receipt;2011-11-17 14:25:46.106000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource03;2011-12-28 00:06:40.010000+00:00;General;Group 2;case-10291;2011-12-28 00:06:40+00:00;Internet;2011-11-17 14:25:45.174000+00:00;0.0
348;EMPTY;task-45581;Resource21;Confirmation of receipt;2011-11-09 11:23:28.314000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10297;2011-12-28 00:06:40+00:00;Internet;2011-12-07 09:53:41.781000+00:00;0.0
349;Group 4;task-45987;Resource21;T02 Check confirmation of receipt;2011-11-09 11:23:55.292000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10297;2011-12-28 00:06:40+00:00;Internet;2011-12-07 09:53:41.781000+00:00;26.978
350;Group 3;task-45989;Resource21;T04 Determine confirmation of receipt;2011-11-09 11:24:19.850000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10297;2011-12-28 00:06:40+00:00;Internet;2011-12-07 09:53:41.781000+00:00;24.558
351;Group 2;task-45990;Resource21;T05 Print and send confirmation of receipt;2011-11-09 11:24:37.827000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10297;2011-12-28 00:06:40+00:00;Internet;2011-12-07 09:53:41.781000+00:00;17.977
352;Group 1;task-45988;Resource21;T06 Determine necessity of stop advice;2011-11-09 11:42:02.828000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10297;2011-12-28 00:06:40+00:00;Internet;2011-12-07 09:53:41.781000+00:00;1045.001
353;Group 1;task-45999;Resource21;T10 Determine necessity to stop indication;2011-11-09 11:42:35.139000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10297;2011-12-28 00:06:40+00:00;Internet;2011-12-07 09:53:41.781000+00:00;32.311
354;EMPTY;task-45582;Resource03;Confirmation of receipt;2011-11-09 10:01:38.475000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10299;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:41:22.236000+00:00;0.0
355;Group 4;task-45949;Resource03;T02 Check confirmation of receipt;2011-11-09 10:01:59.252000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10299;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:41:22.236000+00:00;20.777
356;Group 3;task-45951;Resource03;T04 Determine confirmation of receipt;2011-11-09 10:02:18.044000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10299;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:41:22.236000+00:00;18.792
357;Group 2;task-45952;Resource03;T05 Print and send confirmation of receipt;2011-11-09 10:02:37.096000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10299;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:41:22.236000+00:00;19.052
358;Group 1;task-45950;Resource03;T06 Determine necessity of stop advice;2011-11-09 10:03:10.328000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10299;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:41:22.236000+00:00;33.232
359;Group 1;task-45953;Resource03;T10 Determine necessity to stop indication;2011-11-09 10:03:41.390000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10299;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:41:22.236000+00:00;31.062
360;EMPTY;task-45583;Resource03;Confirmation of receipt;2011-11-10 09:34:14.137000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10300;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:47:04.800000+00:00;0.0
361;Group 4;task-46173;Resource03;T02 Check confirmation of receipt;2011-11-10 09:34:33.033000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10300;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:47:04.800000+00:00;18.896
362;Group 3;task-46175;Resource03;T04 Determine confirmation of receipt;2011-11-10 09:34:50.827000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10300;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:47:04.800000+00:00;17.794
363;Group 2;task-46176;Resource03;T05 Print and send confirmation of receipt;2011-11-10 09:35:08.823000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10300;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:47:04.800000+00:00;17.996
364;Group 1;task-46174;Resource03;T06 Determine necessity of stop advice;2011-11-10 09:35:24.410000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10300;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:47:04.800000+00:00;15.587
365;Group 1;task-46178;Resource03;T10 Determine necessity to stop indication;2011-11-10 09:35:48.129000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource11;2011-12-28 00:06:40.010000+00:00;General;Group 8;case-10300;2011-12-28 00:06:40+00:00;Internet;2011-12-13 06:47:04.800000+00:00;23.719
366;EMPTY;task-45418;admin2;Confirmation of receipt;2011-12-21 12:52:38.616000+00:00;complete;2011-11-02 00:06:40.010000+00:00;Resource08;2011-12-28 00:06:40.010000+00:00;General;Group 5;case-10306;2011-12-28 00:06:40+00:00;Internet;2011-12-21 12:52:37.326000+00:00;0.0
367;EMPTY;task-45613;Resource03;Confirmation of receipt;2011-11-15 07:52:21.307000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource11;2011-12-30 00:06:40.010000+00:00;General;Group 8;case-10322;2011-12-30 00:06:40+00:00;Internet;2011-12-13 06:51:46.479000+00:00;0.0
368;Group 4;task-46664;Resource03;T02 Check confirmation of receipt;2011-11-15 07:53:38.329000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource11;2011-12-30 00:06:40.010000+00:00;General;Group 8;case-10322;2011-12-30 00:06:40+00:00;Internet;2011-12-13 06:51:46.479000+00:00;77.022
369;Group 3;task-46666;Resource03;T04 Determine confirmation of receipt;2011-11-15 07:54:00.462000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource11;2011-12-30 00:06:40.010000+00:00;General;Group 8;case-10322;2011-12-30 00:06:40+00:00;Internet;2011-12-13 06:51:46.479000+00:00;22.133
370;Group 2;task-46667;Resource03;T05 Print and send confirmation of receipt;2011-11-15 07:54:14.252000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource11;2011-12-30 00:06:40.010000+00:00;General;Group 8;case-10322;2011-12-30 00:06:40+00:00;Internet;2011-12-13 06:51:46.479000+00:00;13.79
371;Group 1;task-46665;Resource03;T06 Determine necessity of stop advice;2011-11-15 07:54:28.851000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource11;2011-12-30 00:06:40.010000+00:00;General;Group 8;case-10322;2011-12-30 00:06:40+00:00;Internet;2011-12-13 06:51:46.479000+00:00;14.599
372;Group 1;task-46668;Resource03;T10 Determine necessity to stop indication;2011-11-15 07:54:50.336000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource11;2011-12-30 00:06:40.010000+00:00;General;Group 8;case-10322;2011-12-30 00:06:40+00:00;Internet;2011-12-13 06:51:46.479000+00:00;21.485
376;EMPTY;task-45813;Resource09;Confirmation of receipt;2011-11-30 14:55:18.032000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource09;2011-12-29 23:00:00.010000+00:00;General;Group 5;case-10326;2012-02-04 23:00:00+00:00;Internet;;0.0
377;Group 4;task-48674;Resource09;T02 Check confirmation of receipt;2011-11-30 14:56:06.840000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource09;2011-12-29 23:00:00.010000+00:00;General;Group 5;case-10326;2012-02-04 23:00:00+00:00;Internet;;48.808
378;Group 3;task-48676;Resource09;T04 Determine confirmation of receipt;2011-11-30 14:57:16.513000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource09;2011-12-29 23:00:00.010000+00:00;General;Group 5;case-10326;2012-02-04 23:00:00+00:00;Internet;;69.673
379;Group 2;task-48679;Resource09;T05 Print and send confirmation of receipt;2011-11-30 14:57:41.635000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource09;2011-12-29 23:00:00.010000+00:00;General;Group 5;case-10326;2012-02-04 23:00:00+00:00;Internet;;25.122
380;Group 1;task-48675;Resource09;T06 Determine necessity of stop advice;2011-11-30 14:58:23.761000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource09;2011-12-29 23:00:00.010000+00:00;General;Group 5;case-10326;2012-02-04 23:00:00+00:00;Internet;;42.126
381;Group 1;task-48680;Resource09;T10 Determine necessity to stop indication;2011-11-30 15:04:43.684000+00:00;complete;2011-11-04 00:06:40.010000+00:00;Resource09;2011-12-29 23:00:00.010000+00:00;General;Group 5;case-10326;2012-02-04 23:00:00+00:00;Internet;;379.923
382;EMPTY;task-45822;Resource03;Confirmation of receipt;2011-11-17 14:56:50.215000+00:00;complete;2011-11-05 00:06:40.010000+00:00;Resource11;2011-12-30 23:00:00.010000+00:00;General;Group 8;case-10336;2011-12-30 23:00:00+00:00;Internet;2011-12-20 09:45:09.086000+00:00;0.0
